Date;Filière;Valeur (TWh)
2006-11;"Production totale";48,25
2006-12;"Production totale";53,06
2007-01;"Production totale";53,5
2007-02;"Production totale";48,24
2007-03;"Production totale";50,5
2007-04;"Production totale";41,14
2007-05;"Production totale";41,35
2007-06;"Production totale";41,12
2007-07;"Production totale";41,2
2007-08;"Production totale";40,37
2007-09;"Production totale";40,79
2007-10;"Production totale";45,62
2007-11;"Production totale";47,47
2007-12;"Production totale";53,49
2008-01;"Production totale";54,92
2008-02;"Production totale";50,25
2008-03;"Production totale";50,19
2008-04;"Production totale";45,95
2008-05;"Production totale";41,72
2008-06;"Production totale";40,33
2008-07;"Production totale";41,03
2008-08;"Production totale";38,74
2008-09;"Production totale";39,95
2008-10;"Production totale";42,9
2008-11;"Production totale";48,24
2008-12;"Production totale";54,95
2009-01;"Production totale";58,13
2009-02;"Production totale";50,56
2009-03;"Production totale";49,43
2009-04;"Production totale";40,88
2009-05;"Production totale";39,66
2009-06;"Production totale";36,3
2009-07;"Production totale";37,09
2009-08;"Production totale";35,38
2009-09;"Production totale";36,19
2009-10;"Production totale";39,78
2009-11;"Production totale";43,56
2009-12;"Production totale";52,19
2010-01;"Production totale";56,54
2010-02;"Production totale";50,41
2010-03;"Production totale";51,07
2010-04;"Production totale";41,69
2010-05;"Production totale";39,85
2010-06;"Production totale";40,22
2010-07;"Production totale";41,06
2010-08;"Production totale";39,5
2010-09;"Production totale";39,22
2010-10;"Production totale";42,12
2010-11;"Production totale";49,44
2010-12;"Production totale";58,97
2011-01;"Production totale";58,23
2011-02;"Production totale";50,39
2011-03;"Production totale";50,7
2011-04;"Production totale";41,03
2011-05;"Production totale";41,07
2011-06;"Production totale";40,35
2011-07;"Production totale";40,91
2011-08;"Production totale";38,5
2011-09;"Production totale";38,97
2011-10;"Production totale";42,44
2011-11;"Production totale";46,28
2011-12;"Production totale";53,65
2012-01;"Production totale";57,18
2012-02;"Production totale";54,42
2012-03;"Production totale";48,58
2012-04;"Production totale";44,19
2012-05;"Production totale";40,43
2012-06;"Production totale";37,52
2012-07;"Production totale";37,91
2012-08;"Production totale";36,34
2012-09;"Production totale";38,04
2012-10;"Production totale";42,99
2012-11;"Production totale";49,23
2012-12;"Production totale";54,72
2013-01;"Production totale";57,74
2013-02;"Production totale";52,26
2013-03;"Production totale";51,88
2013-04;"Production totale";44,12
2013-05;"Production totale";43,38
2013-06;"Production totale";39,34
2013-07;"Production totale";40,85
2013-08;"Production totale";38,43
2013-09;"Production totale";38,61
2013-10;"Production totale";41,76
2013-11;"Production totale";48,53
2013-12;"Production totale";53,56
2014-01;"Production totale";55,75
2014-02;"Production totale";49,34
2014-03;"Production totale";48,04
2014-04;"Production totale";40,58
2014-05;"Production totale";41,65
2014-06;"Production totale";39,15
2014-07;"Production totale";42,52
2014-08;"Production totale";39,23
2014-09;"Production totale";39
2014-10;"Production totale";41,16
2014-11;"Production totale";46,93
2014-12;"Production totale";54,53
2015-01;"Production totale";58,12
2015-02;"Production totale";51,99
2015-03;"Production totale";50,52
2015-04;"Production totale";41,35
2015-05;"Production totale";40,48
2015-06;"Production totale";39,77
2015-07;"Production totale";41,55
2015-08;"Production totale";38,81
2015-09;"Production totale";38,93
2015-10;"Production totale";44,39
2015-11;"Production totale";47,41
2015-12;"Production totale";51,61
2016-01;"Production totale";55,92
2016-02;"Production totale";51,91
2016-03;"Production totale";51,97
2016-04;"Production totale";43,11
2016-05;"Production totale";40,59
2016-06;"Production totale";39,97
2016-07;"Production totale";38,39
2016-08;"Production totale";35,99
2016-09;"Production totale";36,4
2016-10;"Production totale";39,88
2016-11;"Production totale";45,45
2016-12;"Production totale";51,18
2017-01;"Production totale";57,15
2017-02;"Production totale";47,96
2017-03;"Production totale";49,69
2017-04;"Production totale";42,47
2017-05;"Production totale";41,47
2017-06;"Production totale";37,28
2017-07;"Production totale";38,83
2017-08;"Production totale";37,1
2017-09;"Production totale";38,58
2017-10;"Production totale";39,63
2017-11;"Production totale";44,89
2017-12;"Production totale";53,21
2018-01;"Production totale";56,64
2018-02;"Production totale";53,64
2018-03;"Production totale";52,35
2018-04;"Production totale";42,65
2018-05;"Production totale";42,64
2018-06;"Production totale";40,64
2018-07;"Production totale";41,19
2018-08;"Production totale";37,19
2018-09;"Production totale";38,8
2018-10;"Production totale";42,26
2018-11;"Production totale";46,23
2018-12;"Production totale";53,28
2019-01;"Production totale";55,82
2019-02;"Production totale";50,11
2019-03;"Production totale";50,34
2019-04;"Production totale";42,64
2019-05;"Production totale";43,56
2019-06;"Production totale";40,1
2019-07;"Production totale";40,48
2019-08;"Production totale";37,56
2019-09;"Production totale";37,52
2019-10;"Production totale";41,02
2019-11;"Production totale";45,79
2019-12;"Production totale";51,09
2020-01;"Production totale";54,6
2020-02;"Production totale";50,67
2020-03;"Production totale";47,92
2020-04;"Production totale";36,82
2020-05;"Production totale";37,62
2020-06;"Production totale";34,47
2020-07;"Production totale";34,46
2020-08;"Production totale";33,53
2020-09;"Production totale";32,16
2020-10;"Production totale";41,71
2020-11;"Production totale";45,1
2020-12;"Production totale";50,62
2021-01;"Production totale";55,38
2021-02;"Production totale";46,9
2021-03;"Production totale";47,52
2021-04;"Production totale";39,5
2021-05;"Production totale";41,37
2021-06;"Production totale";39,21
2021-07;"Production totale";40,5
2021-08;"Production totale";39,14
2021-09;"Production totale";38,48
2021-10;"Production totale";41,77
2021-11;"Production totale";44,35
2021-12;"Production totale";48,32
2022-01;"Production totale";52,17
2022-02;"Production totale";45,59
2022-03;"Production totale";42,52
2022-04;"Production totale";36,53
2022-05;"Production totale";33,9
2022-06;"Production totale";31,64
2022-07;"Production totale";30,83
2022-08;"Production totale";29,06
2022-09;"Production totale";28,95
2022-10;"Production totale";32,77
2022-11;"Production totale";36,75
2022-12;"Production totale";45,01
2023-01;"Production totale";49,27
2023-02;"Production totale";43,13
2023-03;"Production totale";42,54
2023-04;"Production totale";38,45
2023-05;"Production totale";39,06
2023-06;"Production totale";36,01
2023-07;"Production totale";36,89
2023-08;"Production totale";35,67
